AS17676:0.190431 0.188586
AS56288:0.261171 0.257910
AS24473:0.494204 0.492119
AS19262:0.305271 0.303121
AS29838:0.016516 0.012870
AS13354:0.302645 0.300988
AS20473:0.033179 0.032617
AS20738:0.097809 0.087115
AS47218:0.378528 0.168249
AS47218:0.191414 0.184542
AS16019:0.145286 0.133881
AS21415:0.146643 0.142657
AS13213:0.090748 0.086961
AS20632:0.133488 0.131830
AS5602:0.114822 0.107235
AS5602:0.103617 0.102791
AS20860:0.080888 0.079131
AS20860:0.427237 0.429074
AS20860:2.219908 3.438063
AS29761:0.329199 0.081856
AS12452:0.158091 0.149881
AS4589:0.100903 0.098422
AS50240:0.263609 0.136726
AS50760:0.138586 0.136108
AS50600:0.604749 0.134460
AS50387:0.127598 0.122685
AS35662:0.085126 0.083325
AS35662:0.201147 0.083969
AS29550:2.430780 3.596327
AS29550:1.708423 0.470811
AS29550:2.449463 3.575562
AS29550:0.102361 0.095574
AS196929:0.107395 0.106696
AS35236:0.110589 0.107752
AS50245:3.204672 0.082270
AS50245:0.082270 0.076940
AS50463:0.183899 0.177534
AS15418:2.216343 3.453811
AS15418:2.140453 0.514125
AS15418:2.194482 0.608438
AS15418:0.115307 0.107300
AS15418:0.250354 0.239549
AS51464:0.132856 0.123252
AS51464:0.148427 0.139787
AS196894:0.180648 0.169278
AS196894:0.182191 0.168951
AS196894:1.871929 0.198277
AS29479:0.098202 0.092645
AS31727:0.094521 0.081522
AS50597:4.981718 4.971102
AS3320:0.123545 0.116290
AS35617:0.156906 0.151822
AS25178:0.098790 0.092903
AS52201:0.153171 0.140751
AS49830:0.229715 0.130333
AS49830:0.128890 0.127658
AS38912:0.250923 0.137014
AS50059:13.014903 14.281709
AS16371:0.107313 0.104153
AS16265:0.122053 0.089883
AS50149:4.956974 4.919696
AS50223:0.218476 0.214055
AS48533:0.130314 0.126243
AS35573:0.143273 0.141756
AS31261:0.535811 0.532642
AS15830:0.083571 0.078991
AS15830:0.198390 0.078469
AS47215:0.098705 0.097008
AS196854:0.351000 0.222330
AS50471:4.999011 4.906008
AS35352:0.137600 0.136037
AS45758:0.286623 0.283830
AS45758:0.293347 0.286750
AS45758:0.287900 0.283866
AS45758:0.293745 0.291068
AS4847:0.813126 0.344366
AS37986:0.406345 0.274897
AS46015:5.199783 5.051112
AS45668:0.602355 0.371690
AS38901:0.299294 0.290345
AS4691:0.254789 0.179881
AS45855:5.119176 5.027858
AS38652:0.227624 0.197471
AS38193:0.250679 0.237659
AS4538:0.274581 0.272929
AS56041:0.299551 0.257765
AS38544:0.280580 0.258568
AS56041:0.261958 0.260426
AS2510:0.852862 0.285167
AS2510:0.180673 0.178953
AS17884:0.315866 0.277029
AS23884:0.273984 0.270701
AS131215:0.264027 0.252772
AS45676:0.202497 0.200364
AS38676:5.015910 4.992979
AS45773:0.969179 0.731205
AS45773:4.980607 4.974812
AS45773:0.213163 0.206318
AS45773:4.998731 4.995824
AS45773:0.242418 0.234615
AS2516:0.215265 0.196452
AS2514:0.179315 0.177939
AS2514:4.935826 4.940747
AS2514:0.190044 0.178535
AS2514:0.187557 0.177872
AS2514:0.178919 0.177549
AS45839:0.275849 0.268259
AS23671:0.542419 0.306162
AS23671:2.907556 0.305469
AS45820:0.390337 0.241179
AS6619:0.278279 0.227417
AS17971:0.384035 0.358790
AS23637:0.198448 0.196857
AS45634:0.274348 0.271160
AS23637:0.206882 0.204848
AS23637:0.200530 0.198571
AS17621:0.541406 0.307624
AS17621:5.140814 5.075913
AS45538:0.336899 0.335493
AS9371:0.199795 0.197163
AS9371:0.195724 0.193219
AS9371:0.233587 0.197930
AS9371:0.196026 0.192338
AS9371:0.189387 0.186717
AS9371:0.198367 0.197355
AS9371:0.196624 0.195030
AS9371:0.188645 0.185931
AS9371:0.191451 0.189005
AS9371:0.220220 0.219430
AS9371:0.196803 0.193946
AS9371:0.192819 0.189567
AS9371:0.305891 0.185419
AS9371:0.188818 0.186571
AS9371:0.198473 0.195646
AS9371:0.194998 0.191221
AS9371:0.195141 0.191824
AS9371:0.195028 0.194143
AS45538:0.502111 0.256317
AS17623:0.650264 0.365270
AS4134:0.394536 0.364924
AS4134:0.309298 0.274361
AS4670:0.220410 0.208037
AS4670:0.221655 0.215589
AS4134:0.367022 0.374620
AS2516:0.314194 0.297869
AS2516:1.590265 0.357894
AS2516:0.214081 0.195180
AS2516:0.457685 0.202997
AS2516:0.231226 0.203685
AS2516:0.213244 0.194246
AS2516:4.956676 4.950740
AS17920:0.536981 0.511939
AS9919:5.016191 4.980434
AS24557:0.356063 0.236003
AS24557:0.268676 0.260410
AS24557:0.243483 0.237631
AS24438:2.277766 3.498605
AS45916:0.382385 0.247507
AS24557:0.269771 0.265622
AS24557:0.244894 0.241861
AS4134:0.321763 0.283076
AS9304:0.360442 0.244179
AS38642:0.207659 0.206926
AS45496:0.301456 0.291855
AS4837:0.587667 0.369595
AS17506:0.178354 0.177347
AS17506:0.181399 0.180089
AS17506:5.034444 5.040745
AS17506:0.188231 0.179746
AS17506:0.180542 0.179440
AS17506:0.179972 0.177848
AS17506:5.032643 5.038176
AS17506:0.302533 0.275926
AS17506:0.180351 0.178858
AS17506:0.183930 0.184286
AS17506:0.190250 0.181706
AS17506:0.178960 0.177799
AS17506:0.173158 0.171798
AS17506:0.179858 0.177863
AS17506:0.179237 0.176694
AS17506:0.182074 0.178784
AS17506:0.189222 0.180190
AS17506:5.136172 5.038506
AS17506:0.175327 0.172573
AS17506:5.028441 5.035711
AS17506:0.186508 0.184319
AS17506:0.240863 0.181854
AS17506:0.181045 0.179235
AS17506:0.179255 0.178195
AS17506:5.039844 5.044870
AS17506:0.178881 0.177248
AS17506:0.186999 0.184934
AS17506:0.417090 0.292508
AS17506:0.299116 0.182388
AS17506:0.190439 0.188945
AS17506:5.041234 5.047937
AS17506:0.525979 0.179352
AS17506:5.043237 5.044053
AS45486:0.672054 0.678829
AS45486:0.675854 0.681776
AS9737:0.661989 0.289843
AS9737:0.321002 0.312414
AS4538:0.311626 0.312962
AS45508:0.220942 0.218668
AS17809:0.367748 0.310979
AS45577:0.369010 0.253297
AS24238:0.249003 0.243548
AS45577:0.255330 0.250113
AS4847:0.675686 0.556165
AS4808:0.585815 0.524122
AS4847:5.366501 5.363997
AS17806:1.810366 0.300686
AS17806:0.570315 0.284807
AS17806:5.661523 5.148845
AS17806:0.824706 0.284352
AS17462:0.261018 0.260281
AS17462:0.322018 0.259509
AS4713:0.235374 0.201180
AS4713:0.206636 0.203186
AS4713:0.220687 0.217936
AS4713:0.330850 0.323979
AS4713:1.688385 0.341146
AS4713:0.199375 0.196810
AS4713:0.206968 0.204508
AS4713:0.187266 0.186074
AS4713:0.194159 0.190945
AS4713:0.190000 0.185255
AS10126:0.202893 0.200763
AS38496:0.398133 0.267376
AS45219:2.427183 3.538872
AS45219:2.167540 3.112316
AS38690:0.378292 0.284494
AS38690:0.470805 0.284848
AS45203:0.254156 0.251141
AS10021:0.173301 0.170251
AS3462:0.220425 0.217309
AS3462:0.242123 0.232242
AS3462:0.234260 0.223947
AS3462:0.243319 0.241890
AS3462:0.246764 0.234698
AS3462:7.410001 0.232249
AS3462:0.235225 0.233979
AS3462:0.216362 0.214747
AS4761:0.270461 0.272371
AS18002:0.327572 0.319187
AS45769:0.213664 0.206626
AS4812:5.171434 5.170293
AS4812:5.193026 5.171062
AS4812:0.456996 0.453542
AS4812:0.293931 0.296328
AS4755:5.228091 5.129767
AS4755:1.104218 1.057061
AS4755:0.231970 0.228299
AS4755:0.277469 0.263349
AS4755:8.555186 7.892399
AS4755:0.371017 0.365794
AS45815:0.277273 0.275272
AS29550:5.073460 4.960734
AS17506:5.128450 5.037800
AS17506:15.485843 15.534600
AS38186:0.253291 0.255189
AS9686:1.145915 1.143078
AS9597:3.005903 0.182930
AS9597:0.180575 0.169690
AS4538:0.463273 0.298138
AS4538:4.620653 4.570098
AS9381:0.377508 0.249005
AS9381:0.768334 0.245903
AS9381:5.104341 5.099767
AS9381:0.251436 0.244923
AS9381:0.250466 0.243322
AS38676:5.119076 5.101075
AS45433:5.205235 5.202408
AS2519:0.178305 0.174717
AS4134:0.334687 0.340106
AS4134:0.375017 0.351934
AS4538:5.226736 5.123555
AS18101:0.362511 0.232763
AS18101:0.349812 0.224255
AS17941:0.547138 0.192629
AS17941:0.195505 0.192604
AS38794:0.373384 0.287979
AS38794:1.215106 0.296212
AS3758:0.373408 0.256900
AS9416:0.330072 0.210621
AS17941:0.203821 0.198953
AS38731:0.379721 0.350872
AS17598:0.341796 0.230588
AS24218:5.297248 5.108911
AS3758:0.250893 0.248155
AS38546:2.083615 0.513221
AS38107:5.065402 5.070996
AS38107:0.220790 0.217467
AS38107:0.227221 0.216514
AS38107:0.230036 0.219320
AS23661:0.188195 0.188984
AS23661:0.194037 0.182449
AS23661:0.178081 0.180875
AS38633:0.195153 0.192618
AS38633:0.195512 0.194748
AS38548:0.513158 0.278795
AS38501:15.518795 15.506768
AS24134:0.257980 0.246184
AS24134:5.103941 5.102569
AS4812:5.280348 5.177622
AS4812:0.536917 0.417418
AS9443:0.234329 0.229206
AS56049:0.246780 0.244367
AS4134:0.422793 0.271062
AS4837:1.121147 0.343754
AS4134:0.310962 0.275825
AS4760:0.286112 0.260518
AS24381:5.231664 5.138665
AS9658:5.231843 5.125620
AS9658:0.559409 0.244481
AS4755:0.449465 0.444202
AS4134:0.313700 0.328394
AS2514:0.183310 0.182582
AS2514:0.316865 0.192951
AS2514:0.313593 0.194799
AS2514:0.186830 0.185470
AS9298:12.546304 12.298350
AS9298:0.325897 0.310520
AS9298:0.342337 0.324592
AS17563:0.457446 0.249510
AS4809:0.627698 0.592214
AS4007:0.393434 0.274097
AS38496:0.275985 0.273007
AS18059:0.375682 0.251141
AS38502:0.472311 0.313683
AS7679:0.209644 0.207375
AS7679:0.198785 0.193139
AS17451:0.335856 0.283515
AS38507:0.305254 0.302638
AS23756:0.403014 0.277948
AS38614:0.295355 0.294785
AS37916:5.133595 5.138920
AS24400:0.297775 0.283429
AS23881:0.280970 0.233496
AS38600:0.859105 0.260880
AS23670:0.257481 0.242835
AS23639:0.188322 0.178312
AS9829:0.480428 0.313200
AS4134:0.440331 0.382852
AS24557:5.194439 5.199498
AS38625:5.329821 5.239405
AS24446:0.723469 0.243082
AS10201:0.522607 0.263929
AS17676:0.193307 0.192555
AS17676:0.209791 0.209597
AS9260:0.424113 0.237946
AS38107:12.291722 12.225428
AS38107:0.222186 0.219296
AS38107:0.345553 0.342994
AS38803:0.298619 0.296900
AS4134:0.562960 0.512549
AS4134:0.344546 0.354346
AS24238:0.642016 0.628113
AS24238:2.328620 0.672086
AS45425:0.352514 0.232869
AS45425:0.463640 0.231327
AS9304:0.244754 0.243813
AS9304:0.233169 0.230344
AS9304:0.245075 0.241692
AS4847:0.544620 0.445507
AS4847:0.550230 0.431275
AS4847:0.632318 0.428377
AS4847:0.651928 0.416882
AS131210:0.274254 0.268175
AS2516:0.218510 0.199136
AS2516:0.214373 0.196869
AS2516:5.260309 5.154445
AS2516:0.238575 0.178642
AS2516:0.200216 0.199119
AS2516:0.200175 0.192791
AS2516:0.256782 0.203964
AS9737:3.556116 1.844395
AS17431:5.437443 5.407818
AS4538:0.294619 0.292260
AS4713:0.193838 0.188265
AS4713:0.187800 0.184713
AS4713:0.200485 0.198128
AS4713:1.397526 0.337371
AS4713:0.205644 0.203943
AS4713:0.187621 0.185711
AS4713:0.185173 0.183567
AS4685:5.130300 5.135510
AS4685:2.119195 3.352023
AS4685:0.204873 0.186304
AS23724:0.360387 0.346621
AS17941:0.180749 0.177754
AS38361:0.672775 0.279751
AS38361:5.376620 5.241343
AS9286:0.250491 0.227959
AS17447:0.659427 0.389354
AS17941:0.188234 0.188077
AS17941:0.197128 0.195739
AS17941:0.203643 0.193189
AS17941:5.143805 5.150050
AS17941:0.192296 0.190402
AS18403:0.574826 0.464422
AS18403:0.247553 0.245969
AS38909:5.195797 5.201328
AS17974:0.294318 0.291559
AS17974:0.283660 0.281645
AS18051:0.284816 0.280605
AS18051:0.314620 0.280563
AS17971:0.430607 0.352300
AS17971:0.484399 0.264682
AS4134:0.307036 0.272217
AS4134:0.324877 0.290532
AS4134:0.419009 0.354821
AS4134:0.302298 0.268053
AS4134:0.316532 0.298428
AS4851:0.376997 0.251619
AS4851:5.303962 5.205477
AS4808:12.866836 12.535021
AS4837:0.589314 0.305450
AS4837:0.705833 0.307580
AS23661:0.177684 0.179897
AS38476:0.302735 0.261437
AS2514:0.182700 0.181146
AS2514:0.190043 0.187485
AS2514:5.128623 5.132966
AS2514:5.126027 5.130165
AS2514:0.300576 0.300029
AS2514:0.202128 0.186125
AS2514:0.178427 0.177938
AS2514:0.184659 0.177669
AS23844:0.814612 0.525840
AS23844:0.249153 0.245686
AS23844:0.823766 0.526700
AS23844:0.946640 0.524677
AS17819:0.176634 0.175053
AS17819:0.191351 0.190185
AS10109:0.249296 0.250827
AS7470:2.405621 3.475726
AS55867:0.313636 0.307891
AS7470:0.452840 0.423833
AS4837:0.548923 0.353146
AS4808:0.800139 0.559161
AS9999:0.292026 0.275863
AS9999:0.183765 0.179140
AS4837:0.791120 0.521792
AS3758:0.262135 0.260118
AS3758:0.336989 0.335752
AS17941:0.187451 0.186148
AS17941:0.204366 0.195755
AS10029:0.422969 0.422710
AS4134:0.324929 0.335181
AS4134:0.333316 0.340405
AS7539:1.013053 0.245395
AS1659:0.371630 0.341162
AS1659:0.358020 0.246271
AS1659:0.251062 0.249815
AS1659:0.248953 0.247594
AS1659:0.245902 0.245681
AS1659:0.247176 0.245401
AS1659:0.227450 0.225506
AS10010:0.186303 0.185209
AS2914:0.182176 0.180665
AS17547:0.256297 0.253446
AS17547:0.324160 0.321551
AS17547:0.247413 0.245130
AS2519:13.006920 13.176906
AS7018:0.385312 0.349360
AS21591:0.050879 0.047215
AS25746:0.083971 0.080051
AS13363:2.262230 3.401107
AS23776:0.272915 0.271258
AS4847:0.782493 0.523993
AS4847:0.823137 0.524903
AS2519:30.001487 30.001327
AS22048:5.089406 5.092814
AS19972:0.094279 0.091533
AS2516:0.219502 0.198761
AS2516:0.228139 0.197791
AS14267:0.031122 0.025876
AS4134:0.320110 0.285667
AS4134:0.317570 0.284273
AS4134:0.406442 0.374131
AS4713:0.185924 0.183098
AS4713:5.236405 5.235440
AS4713:0.178603 0.172145
AS7018:0.134381 0.018496
AS4134:0.307954 0.272336
AS4134:5.934411 5.340645
AS4134:0.303765 0.270131
AS4134:0.296178 0.262863
AS4134:0.308755 0.276041
AS4134:0.535396 0.276116
AS4134:0.313518 0.273708
AS4134:0.313145 0.277275
AS4538:0.323276 0.259458
AS4538:0.982203 0.449451
AS4134:0.355537 0.334100
AS4837:0.580725 0.367651
AS4755:0.269438 0.253445
AS4755:0.370281 0.363656
AS4755:0.290677 0.275650
AS4755:0.677459 0.336083
AS6619:0.248181 0.235757
AS2527:0.441654 0.196268
AS4837:0.696929 0.345728
AS17228:0.023820 0.023217
AS7018:0.296937 0.293007
AS7018:0.307459 0.295334
AS4134:0.754010 0.396492
AS4134:5.363113 5.330171
AS7018:0.103702 0.089142
AS13847:0.356385 0.339536
AS7018:0.293802 0.290204
AS7018:0.502097 0.322357
AS4538:1.026812 0.311680
AS7018:0.348611 0.317320
AS4538:5.470645 5.363561
AS4538:0.366324 0.330626
AS7018:2.147628 1.377196
AS18046:0.224320 0.218881
AS7018:0.317698 0.307849
AS7018:0.086046 0.081542
AS18806:0.084047 0.080159
AS18806:0.081681 0.077718
AS23188:0.032902 0.029527
AS18961:0.056095 0.052664
AS7018:0.076773 0.018554
AS3801:0.307716 0.038059
AS3801:0.041901 0.035810
AS32282:0.303303 0.303097
AS13837:0.009836 0.009634
AS7018:0.408780 0.308350
AS7018:0.295268 0.295219
AS20196:0.477588 0.347373
AS40954:0.340929 0.332746
AS7018:0.120790 0.113762
AS7018:0.287632 0.285436
AS7018:0.058127 0.041636
AS9286:0.239039 0.217687
AS9286:0.257318 0.229682
AS9286:0.241917 0.214673
AS9286:5.384048 5.284244
AS9286:0.704297 0.223638
AS9286:0.241671 0.219853
AS9286:0.244821 0.223883
AS9286:0.248782 0.219980
AS9286:0.244443 0.223098
AS9286:0.238904 0.229199
AS9286:5.442180 5.497331
AS17511:0.204829 0.192165
AS4134:0.305936 0.271523
AS4134:0.448725 0.269491
AS17511:0.192732 0.183196
AS17511:5.319196 5.228385
AS17511:0.197670 0.189842
AS17511:23.742544 30.002441
AS17511:0.194990 0.189196
AS23219:0.334643 0.325317
AS4134:5.441147 5.311117
AS4134:0.416309 0.390174
AS4134:0.305687 0.273879
AS4134:0.398706 0.384790
AS1239:5.067265 5.070902
AS6648:5.914299 5.915011
AS2386:0.053978 0.052220
AS7018:0.084180 0.078314
AS7018:5.173463 5.080485
AS7018:0.363559 0.326602
AS4808:0.567710 0.602020
AS24238:0.250094 0.244862
AS45577:0.255936 0.253031
AS38274:0.465593 0.269592
AS38274:5.489960 5.343753
AS2519:0.197844 0.191470
AS4713:0.328810 0.203577
AS4713:0.323491 0.201496
AS4713:0.199186 0.196944
AS4713:5.248347 5.252031
AS4713:0.181429 0.177930
AS4847:0.715924 0.397221
AS4713:0.202618 0.194779
AS4713:0.222865 0.224811
AS4713:0.208760 0.197940
AS4847:0.789988 0.537406
AS4847:0.904876 0.547296
AS3462:0.242753 0.241709
AS4713:0.215527 0.206459
AS30525:0.028598 0.023518
AS4058:1.860113 0.243811
AS17697:0.179789 0.177926
AS4713:0.218722 0.216871
AS4713:0.323909 0.320981
AS9919:0.345447 0.222736
AS9919:5.456341 5.267562
AS9919:0.344915 0.293222
AS9919:0.244731 0.219429
AS9919:1.843924 0.223346
AS9919:0.459382 0.209094
AS9919:0.246963 0.232072
AS9919:0.282076 0.280590
AS4713:0.218402 0.220130
AS38186:0.227542 0.225236
AS10026:0.279190 0.274131
AS4713:0.325900 0.197970
AS9931:0.421229 0.304935
AS9931:0.422058 0.306155
AS9931:0.532430 0.300006
AS9931:0.412861 0.290579
AS9931:0.451994 0.391501
AS9931:0.401152 0.285127
AS9931:0.281730 0.278706
AS9931:0.411115 0.283334
AS9931:5.344471 5.340353
AS9931:0.400767 0.283388
AS9931:5.515527 5.333966
AS9931:0.390807 0.274995
AS9931:10.153469 0.293692
AS9931:0.412093 0.294063
AS9931:0.405925 0.289474
AS9931:0.432435 0.385800
AS4713:0.206885 0.199172
AS4713:0.213249 0.211663
AS4837:5.620567 5.467277
AS4713:0.208154 0.209906
AS4837:0.902459 0.324437
AS4713:0.202103 0.193966
AS4713:0.204459 0.198346
AS38153:0.279128 0.275680
AS38148:0.433872 0.295428
AS38153:0.288919 0.282606
AS38146:0.268711 0.258287
AS4808:0.725903 0.576773
AS9512:5.369385 5.373716
AS9512:0.246080 0.235864
AS9512:0.236532 0.209662
AS9512:0.216527 0.211161
AS9512:5.368549 5.372275
AS4538:0.352891 0.299439
AS17506:0.180150 0.178068
AS17506:5.323199 5.328430
AS17506:0.178745 0.176729
AS17506:0.297024 0.179799
AS17506:0.364863 0.275492
AS17506:0.181977 0.180729
AS17506:0.180279 0.178236
AS17506:0.199384 0.197731
AS17506:0.198562 0.179922
AS17506:0.189260 0.181181
AS7018:0.304747 0.304372
AS17506:0.204665 0.179942
AS17506:0.229176 0.184136
AS17506:0.179527 0.178730
AS17506:0.189196 0.187436
AS17506:5.321014 5.327648
AS17506:0.196388 0.193996
AS17506:0.180169 0.178757
AS17506:5.325034 5.331634
AS17506:0.179681 0.178785
AS17506:0.177072 0.172834
AS17506:0.180335 0.178293
AS17506:0.180256 0.178474
AS17506:0.182716 0.180386
AS17506:5.422666 5.333762
AS17506:0.274751 0.271623
AS17506:0.180230 0.179048
AS17506:0.180452 0.179026
AS17506:0.183676 0.178802
AS17506:0.180295 0.178699
AS17506:0.178068 0.177313
AS17506:0.185934 0.185225
AS17506:5.364757 5.347740
AS17506:0.179563 0.177252
AS17506:0.181636 0.180249
AS17506:0.186370 0.177074
AS17506:5.311602 5.317048
AS17506:2.111257 0.174512
AS17506:0.178440 0.179620
AS17506:0.173807 0.162937
AS17506:0.181195 0.179460
AS17506:5.310499 5.315469
AS4134:0.329151 0.328297
AS4134:0.391740 0.393119
AS4134:0.341370 0.362326
AS4134:0.373604 0.389961
AS4134:0.320450 0.323989
AS38895:0.262811 0.259459
AS38220:5.366908 5.370394
AS55449:0.215402 0.210210
AS38322:0.263678 0.259659
AS2914:0.208637 0.203376
AS2914:0.224718 0.215447
AS38322:0.379291 0.262181
AS38322:0.353828 0.258757
AS4713:0.196429 0.193335
AS7018:0.033065 0.028717
AS7018:0.318343 0.297146
AS7018:0.381112 0.316353
AS4847:0.376000 0.341404
AS17819:0.174317 0.172447
AS4847:0.497352 0.430065
AS4847:0.800768 0.365999
AS2727:0.045348 0.044838
AS9394:0.358893 0.334141
AS7018:0.052056 0.044819
AS4837:0.737464 0.369204
AS45189:0.265742 0.246562
AS18278:0.185919 0.184265
AS17442:0.479885 0.526018
AS17431:5.630837 5.652833
AS17442:5.625221 5.644276
AS24544:0.493157 0.273623
AS17439:0.626507 0.418628
AS17439:0.280609 0.274343
AS45313:0.253399 0.027465
AS7018:0.042958 0.028826
AS4808:0.570051 0.520719
AS4808:0.917655 0.449293
AS4808:1.684523 0.522712
AS4808:0.807047 0.516756
AS4808:0.729285 0.568846
AS4808:0.874530 0.646076
AS4837:0.792590 0.310210
AS23767:5.487481 5.399181
AS17638:0.707029 0.347057
AS17672:0.571494 0.543434
AS4847:0.621703 0.459343
AS4780:0.341559 0.225465
AS14372:0.008821 0.008266
AS15331:0.095233 0.094544
AS4837:0.570964 0.303597
AS4837:0.503427 0.337665
AS4780:0.340905 0.223669
AS38460:0.334635 0.304166
AS7643:1.430710 0.282150
AS7643:26.158552 30.001753
AS7643:0.261947 0.260057
AS13938:0.063175 0.052946
AS7018:0.329657 0.306151
AS17494:0.322110 0.296002
AS17494:5.560597 5.447291
AS17494:0.546696 0.289799
AS17494:1.476045 0.277834
